Property Id,Property Name,Parent Property Id,Parent Property Name,Year Ending,Year,Address 1,Address 2,City,Postal Code,Primary Property Type - Self Selected,Primary Property Type - EPA Calculated,National Median Reference Property Type,Property Floor Area (Building(s)) (ft2),Year Built,Number of Buildings,Occupancy,Custom Property ID 1 - ID,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),Other Use (kBtu),Energy Alerts,Property Use Detail Alerts,Energy Current Date,ENERGY STAR Score,National Median Site Energy Use (kBtu),National Median Source Energy Use (kBtu),National Median Site EUI (kBtu/ft2),National Median Source EUI (kBtu/ft2),Percent Better than National Median Site EUI,Percent Better than National Median Source EUI,Site Energy Use (kBtu),Source Energy Use (kBtu),Site EUI (kBtu/ft2),Source EUI (kBtu/ft2),Weather Normalized Site Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Weather Normalized Site EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Weather Normalized Site Electricity (kWh),Weather Normalized Site Natural Gas Use (therms),National Median ENERGY STAR Score,Total GHG Emissions (MtCO2e),Custom Property ID 1 - Name,Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Location
3281343,Curran Fromhold Correctional Facility,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,7901 State Road,NA,Philadelphia,22031,Prison/Incarceration,Prison/Incarceration,CBECS - Public Order and Safety,436250,1995,1,100,395,786504751,15884930,54199381.2,608113.387,60811338.7,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013,NA,36426875,74118875,83.5,169.9,215.7,215.8,115010709.2,234037929,263.6,536.5,119025721.6,235675978.5,272.8,540.2,15523449.1,660597.1,50,10733,Main Asset ID,3227.4,7505.6,24.6,"7901 State Road
Philadelphia, PENNSYLVANIA 22031
(40.03056726800003, -75.02298658599994)"
3281345,Detention Center,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,8201 State Road,NA,Philadelphia,19136,Prison/Incarceration,Prison/Incarceration,CBECS - Public Order and Safety,108960,1963,0,100,394,786504751,3704654,12640279.4,290029.644,29002964.4,1507511.7,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013,NA,11146608,18512304,102.3,169.9,287.1,287.1,43150755.7,71666177.4,396,657.7,46815352.6,75501855.8,429.7,692.9,3704653.6,323638.5,50,3251.8,Main Asset ID,1651.1,1600.7,29.8,"8201 State Road
Philadelphia, PENNSYLVANIA 19136
(40.03321496600006, -75.01816700599994)"
3281349,House of Correction Complex,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,8003 State Road,NA,Philadelphia,19136,Prison/Incarceration,Other,CBECS - Other,830754,1927,5,100,397,786504751/881449900,6548540,22343618.5,816437.593,81643759.3,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,One or more of the values for use details are outside the typical range for properties of your type.; Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013,NA,68204903.4,102265817.4,82.1,123.1,52.5,52.4,103987377.9,155884909.5,125.2,187.6,114864340.9,167305720.7,138.3,201.4,6548539.2,925207.2,50,7162.5,Main Asset ID,4333,2829.5,8.6,"8003 State Road
Philadelphia, PENNSYLVANIA 19136
(40.03132339600006, -75.02162096699993)"
3281373,Philadelphia Industrial Correction Center,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,8203 State Road,NA,Philadelphia,19136,Prison/Incarceration,Prison/Incarceration,CBECS - Public Order and Safety,200000,1979,1,100,393,786504751,5999982,20471938.6,254656.18,25465618,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013,NA,17140000,33980000,85.7,169.9,168,167.9,45937556.6,91020786,229.7,455.1,48512876.6,93724872,242.6,468.6,5999981.3,280409.4,50,3944,Main Asset ID,1351.5,2592.5,19.7,"8203 State Road
Philadelphia, PENNSYLVANIA 19136
(40.034545810000054, -75.01577636099995)"
3281377,Riverside Correctional Facility,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,8001 State Road,NA,Philadelphia,19136,Prison/Incarceration,Prison/Incarceration,CBECS - Public Order and Safety,220000,2004,1,100,398,786504751,3950715,13479839.6,165014.557,16501455.7,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013,NA,18788000,37378000,85.4,169.9,59.6,59.6,29981294.5,59653222.3,136.3,271.2,31914053.1,61682618.9,145.1,280.4,3950714.3,184342.1,50,2582.8,Main Asset ID,875.8,1707,11.7,"8001 State Road
Philadelphia, PENNSYLVANIA 19136
(40.03125575000007, -75.02174207399997)"
3289919,Holmesburg Complex,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,8215 Torresdale Avenue,NA,Philadelphia,19136,Prison/Incarceration,Other - Public Services,CBECS - Other,716651,1896,3,20,64,786537201,1102425,3761474.1,60744.526,6074452.6,142830,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013,NA,48015617,88219738.1,67,123.1,-79.3,-79.2,9978756.6,18333461.8,13.9,25.6,10944774.9,19347164.1,15.3,27,1102424.8,70250.5,50,809.3,Main Asset ID,333,476.3,1.1,"8215 Torresdale Avenue
Philadelphia, PENNSYLVANIA 19136
(40.03688798300004, -75.02199537999996)"
3335315,Family Courts,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,1801 Vine Street,NA,Philadelphia,19103,Courthouse,Courthouse,CBECS - Public Order and Safety,250000,1939,1,100,309,782598000,2783062,9495807.5,56930.642,5693064.2,NA,10759233.4,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; Bills include one or more estimated values.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013,67,31650000,59425000,126.6,237.7,-18,-18,25948105.1,48738352.7,103.8,195,27251209.6,50387496.1,109,201.6,2783061.6,51608.2,50,2457.2,Main Asset ID,302.1,2155.1,9.8,"1801 Vine Street
Philadelphia, PENNSYLVANIA 19103
(39.95895080400004, -75.16886637299996)"
3339848,Police Administration Building,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,750 Race Street,NA,Philadelphia,19106,Office,Office,CBECS - Office & Bank/Financial,126000,1956,1,100,156,781379300,5077629,17324870.1,0,0,NA,5463423.1,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013,5,12096000,32369400,96,256.9,88.4,88.4,22788293.1,60972814.4,180.9,483.9,23179448.5,60987133.7,184,484,5008591.7,0,50,2677.7,Main Asset ID,0,2677.7,21.3,"750 Race Street
Philadelphia, PENNSYLVANIA 19106
(39.954903330000036, -75.15199808499995)"
3369313,Fleet Shop 134,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,Front and Hunting Park,NA,Philadelphia,19125,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Other - Services,CBECS - Service,59962,1968,1,100,904,884460965,1196800,4083481.6,62625.758,6262575.8,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013,NA,3207967,6020184.8,53.5,100.4,222.4,222.2,10346058,19397838.9,172.5,323.5,11599828,20714297.3,193.5,345.5,1196800.1,75163.5,50,849.5,Main Asset ID,332.4,517.1,14.2,"Front and Hunting Park
Philadelphia, PENNSYLVANIA 19125
(39.977976058000024, -75.12637593899996)"
3389438,Philadelphia Nursing Home,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,2300 Poplar St.,NA,Philadelphia,19130,Senior Care Community,Senior Care Community,CBECS - Nursing,347543,1950,4,100,853,881444600,4881630,16656121.6,170236.787,17023678.7,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,One or more of the values for use details are outside the typical range for properties of your type.; Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; Use details include one or more temporary value.,12/31/2013,1,17099115.6,35623157.5,49.2,102.5,97,97,33679800,70175083.5,96.9,201.9,36146652.7,72037152.4,104,207.3,4779523.3,198389.2,50,3012.8,Main Asset ID,903.5,2109.3,8.7,"2300 Poplar St.
Philadelphia, PENNSYLVANIA 19130
(39.97201781900003, -75.17447905499995)"
3408212,Fire Administration Building,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,276 Spring Garden Street,NA,Philadelphia,19123,Office,Office,CBECS - Office & Bank/Financial,50601,1975,1,100,274,781398000,1598856,5455296.7,NA,NA,1737972.1,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,One or more of the values for use details are outside the typical range for properties of your type.; Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013,14,4655292,12225201.6,92,241.6,54.6,54.5,7193268.6,18884982.9,142.2,373.2,7088318.8,18555440.6,140.1,366.7,1568096.8,NA,50,819.8,Main Asset ID,129,690.8,16.2,"276 Spring Garden Street
Philadelphia, PENNSYLVANIA 19123
(39.960807561000024, -75.14312705999998)"
3618415,"City Hall, MSB and CJC",3618415,"City Hall, MSB and CJC",12/31/2012,2012,Market Street and Broad Street,NA,Philadelphia,19102,Office,Courthouse,CBECS - Public Order and Safety,2293000,1868,3,90,NA,NA,34874350,118991282.2,479983.454,47998345.4,NA,10995294.9,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013,NA,229070700,562931500,99.9,245.5,-22.3,-22.3,177984929.6,437258702.8,77.6,190.7,187636121.5,445093760,81.8,194.1,34515736,571834,50,18589.6,NA,2547.4,16042.2,8.1,"Market Street and Broad Street
Philadelphia, PENNSYLVANIA 19102
(39.95101964400004, -75.16565913299996)"
4066717,Juvenile Justice Center,NA: Standalone Property,NA: Standalone Property,12/31/2012,2012,91 N. 48th St.,NA,Philadelphia,19139,Prison/Incarceration,Prison/Incarceration,CBECS - Public Order and Safety,160000,2013,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; Bills for all meters of the type needed for this metric do not account for the full 12 calendar months.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; Bills for all meters of the type needed for this metric do not account for the full 12 calendar months.; One or more use details does not have 12 full months of information.; One or more use has less than 12 full calendar months of gross floor area.,12/31/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,0,0,NA,"91 N. 48th St.
Philadelphia, PENNSYLVANIA 19139
(39.96143241800007, -75.21639635099996)"
2365631,One Parkway Building,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,1515 Arch St,NA,Philadelphia,19102,Office,Office,CBECS - Office & Bank/Financial,502000,1962,1,100,40,772059100,13810000,47119720,284.129,28412.9,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,One or more of the values for use details are outside the typical range for properties of your type.; Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013 0:00,56,50852600,159636000,101.3,318,-7.3,-7.3,47148136.1,147985764.4,93.9,294.8,47148136.1,147985764.4,93.9,294.8,13809999.3,284.1,50,5968.6,Main Asset ID,1.5,5967.1,11.9,"1515 Arch St
Philadelphia, Pennsylvania 19102
(39.95465578900007, -75.16507339099996)"
3192582,City Hall,3618415,"City Hall, MSB and CJC",12/31/2013,2013,Broad and Market Street,NA,Philadelphia,19102,Office,Other,CBECS - Other,1202000,1868,0,100,287,782273400,6353859,21679366.9,374171.433,37417143.3,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013 0:00,97,148086400,269007600,123.2,223.8,-60.1,-60.1,59096510.7,107361214,49.2,89.3,60131995.3,108448472.8,50,90.2,6353858.3,384526.3,50,4731.2,Main Asset ID,1985.8,2745.4,3.9,"Broad and Market Street
Philadelphia, Pennsylvania 19102
(39.95101964400004, -75.16565913299996)"
3192995,Criminal Justice Center,3618415,"City Hall, MSB and CJC",12/31/2013,2013,13th and Filbert Street,NA,Philadelphia,19107,Courthouse,Courthouse,CBECS - Public Order and Safety,600000,1994,1,100,93,781092450,17372190,59273912.3,103334.564,10333456.4,NA,7705468.6,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; One or more bills cover more than 65 days.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013 0:00,21,56040000,149520000,93.4,249.2,38,37.9,77312831.5,206240191,128.9,343.7,NA,NA,NA,NA,17375684.7,103334.6,50,8736.9,Main Asset ID,548.4,8188.5,14.6,"13th and Filbert Street
Philadelphia, Pennsylvania 19107
(39.95314441100004, -75.16120989399997)"
3213775,Municipal Services Building,3618415,"City Hall, MSB and CJC",12/31/2013,2013,1401 J.F.K. Boulevard,NA,Philadelphia,19102,Office,Office,CBECS - Office & Bank/Financial,491000,1968,1,100,165,782003200,8637517,29471208,171377.87,17137787,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013 0:00,72,60638500,143764800,123.5,292.8,-23.2,-23.1,46608995,110534269.4,94.9,225.1,47175794.9,111129409.4,96.1,226.3,8637515.9,177045.9,50,4641.6,Main Asset ID,909.5,3732.1,9.5,"1401 J.F.K. Boulevard
Philadelphia, Pennsylvania 19102
(39.95101964400004, -75.16565913299996)"
3237291,Central Library,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,1901 Vine Street,NA,Philadelphia,19103,Library,Library,CBECS - Library,200680,1922,1,100,321,782598210,6002560,20480734.7,3526.04,352604,NA,6865392.3,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; One or more bills cover more than 65 days.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013 0:00,NA,17960860,47280208,89.5,235.6,54.2,54.3,27698731.2,72939090.7,138,363.5,NA,NA,NA,NA,6004336.4,3526,50,3220.2,Main Asset ID,18.7,3201.5,16,"1901 Vine Street
Philadelphia, Pennsylvania 19103
(39.95913822500006, -75.17039726099995)"
3237331,NE Reg Library/ Health Center #10,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,2230 Cottman Street,NA,Philadelphia,19149,Library,Library,CBECS - Library,58009,1962,2,100,281,NA,1187600,4052091.2,38621.958,3862195.8,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013 0:00,NA,6450600.8,13666920.4,111.2,235.6,22.7,22.8,7914287,16778872,136.4,289.2,7957523.4,16827699.3,137.2,290.1,1188080.7,39037.9,50,718.1,Main Asset ID,205,513.1,12.4,"2230 Cottman Street
Philadelphia, Pennsylvania 19149
(40.04848665700007, -75.06129637199996)"
3267049,Health Administration Building,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,500 South Broad Street,NA,Philadelphia,19146,Office,Office,CBECS - Office & Bank/Financial,77688,1959,1,100,895,782026200,2307360,7872712.3,23273.918,2327391.8,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013 0:00,22,7496892,19958047.2,96.5,256.9,36.1,36.1,10200103.6,27164076.3,131.3,349.7,10257334.2,27227360.9,132,350.5,2307807.2,23831,50,1120.5,Main Asset ID,123.5,997,14.4,"500 South Broad Street
Philadelphia, Pennsylvania 19146
(39.94451807400003, -75.16538483499994)"
3267057,Health Center #5,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,1900 N. 20th Street,NA,Philadelphia,19121,Medical Office,Medical Office,CBECS - Medical Office,36260,1960,1,100,785,784552700,771078,2630918.1,22317.879,2231787.9,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013 0:00,31,4068372,8869196,112.2,244.6,19.5,19.6,4862706.2,10604460.7,134.1,292.5,4925806.4,10672253.7,135.8,294.3,771293.6,22941.5,50,451.6,Main Asset ID,118.4,333.2,12.5,"1900 N. 20th Street
Philadelphia, Pennsylvania 19121
(39.98308840300007, -75.16675489799997)"
3267063,Medical Exam Building,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,321 University Ave,NA,Philadelphia,19104,Laboratory,Other,CBECS - Other,85000,1970,1,100,133,783532000,2698320,9206667.8,9992.16,999216,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013 0:00,NA,3561500,10463500,41.9,123.1,186.6,186.3,10205883.9,29958113.9,120.1,352.4,10155717.2,29774570.9,119.5,350.3,2679967.9,10116.7,50,1218.9,Main Asset ID,53,1165.9,14.3,"321 University Ave
Philadelphia, Pennsylvania 19104
(39.947365028000036, -75.19853971799995)"
3281341,Art Museum and Perelman Bldg,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,2600 Ben Franklin Parkway,NA,Philadelphia,19130,Museum,Other - Entertainment/Public Assembly,CEBCS - Public Assembly,804000,1929,2,100,1933,782513700; 782513701,17954640,61261231.7,8470.72,847072,NA,89408871.6,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013 0:00,NA,34491600,68420400,42.9,85.1,339.4,339.6,151517174.8,300812238.3,188.5,374.1,151811083.6,301165822.7,188.8,374.6,17954637.7,8470.7,50,15719.1,Main Asset ID,45,15674.1,19.6,"2600 Ben Franklin Parkway
Philadelphia, Pennsylvania 19130
(39.966826774000026, -75.17123812099999)"
3281343,Curran Fromhold Correctional Facility,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,7901 State Road,NA,Philadelphia,22031,Prison/Incarceration,Prison/Incarceration,CBECS - Public Order and Safety,436250,1995,1,100,395,786504751,16080440,54866461.3,647691.386,64769138.6,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013 0:00,NA,36906750,74118875,84.6,169.9,224.1,224.2,119635583.2,240288231.6,274.2,550.8,120037292.3,240029493,275.2,550.2,15985001.2,654964.6,50,11035.4,Main Asset ID,3437.4,7598,25.3,"7901 State Road
Philadelphia, Pennsylvania 22031
(40.03056726800003, -75.02298658599994)"
3281345,Detention Center,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,8201 State Road,NA,Philadelphia,19136,Prison/Incarceration,Prison/Incarceration,CBECS - Public Order and Safety,108960,1963,0,100,394,786504751,3906355,13328483.3,278988.939,27898893.9,2014798.9,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; Bills include one or more estimated values.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013 0:00,NA,10939584,18512304,100.4,169.9,295.3,295.3,43242176,73180222.8,396.9,671.6,43504934.9,73143313.1,399.3,671.3,3862667.9,282788.7,50,3318.1,Main Asset ID,1630.2,1687.9,30.5,"8201 State Road
Philadelphia, Pennsylvania 19136
(40.03321496600006, -75.01816700599994)"
3281349,House of Correction Complex,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,8003 State Road,NA,Philadelphia,19136,Prison/Incarceration,Other,CBECS - Other,830754,1927,5,100,397,786504751/881449900,7399915,25248510,874015.902,87401590.2,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,One or more of the values for use details are outside the typical range for properties of your type.; Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013 0:00,NA,67374149.4,102265817.4,81.1,123.1,67.2,67.3,112650099.8,171051989.8,135.6,205.9,114162317.1,172639817.9,137.4,207.8,7399914,889138.1,50,7836,Main Asset ID,4638.6,3197.4,9.4,"8003 State Road
Philadelphia, Pennsylvania 19136
(40.03132339600006, -75.02162096699993)"
3281373,Philadelphia Industrial Correction Center,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,8203 State Road,NA,Philadelphia,19136,Prison/Incarceration,Prison/Incarceration,CBECS - Public Order and Safety,200000,1979,1,100,393,786504751,5947100,20291505.2,1963.48,196348,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013 0:00,NA,10880000,33980000,54.4,169.9,88.2,88.1,20487853.7,63921493.2,102.4,319.6,20495472.4,63945415.9,102.5,319.7,5949332.3,1963.5,50,2580.1,Main Asset ID,10.4,2569.7,12.9,"8203 State Road
Philadelphia, Pennsylvania 19136
(40.034545810000054, -75.01577636099995)"
3281377,Riverside Correctional Facility,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,8001 State Road,NA,Philadelphia,19136,Prison/Incarceration,Prison/Incarceration,CBECS - Public Order and Safety,220000,2004,1,100,398,786504751,4046389,13806279.3,162670.716,16267071.6,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013 0:00,NA,18590000,37378000,84.5,169.9,61.8,61.7,30073350.6,60432141.3,136.7,274.7,30315811.3,60686725,137.8,275.8,4046388.4,165095.3,50,2611.7,Main Asset ID,863.3,1748.4,11.9,"8001 State Road
Philadelphia, Pennsylvania 19136
(40.03125575000007, -75.02174207399997)"
3289919,Holmesburg Complex,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,8215 Torresdale Avenue,NA,Philadelphia,19136,Prison/Incarceration,Other - Public Services,CBECS - Other,716651,1896,3,20,64,786537201,1527156,5210656.3,73512.275,7351227.5,243971.6,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013 0:00,NA,46438984.8,88219738.1,64.8,123.1,-72.4,-72.5,12805855,24326659.6,17.9,33.9,12913301.3,24439382.4,18,34.1,1527155.7,74562.8,50,1068.1,Main Asset ID,408.2,659.9,1.5,"8215 Torresdale Avenue
Philadelphia, Pennsylvania 19136
(40.03688798300004, -75.02199537999996)"
3335315,Family Courts,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,1801 Vine Street,NA,Philadelphia,19103,Courthouse,Courthouse,CBECS - Public Order and Safety,250000,1939,1,100,309,782598000,2735928,9334986.3,58472.638,5847263.8,NA,12440594.4,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; One or more bills cover more than 65 days.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013 0:00,65,32925000,60075000,131.7,240.3,-16.1,-16.1,27622844.7,50418030.8,110.5,201.7,NA,NA,NA,NA,2753101.7,58289.9,50,2593.9,Main Asset ID,310.3,2283.6,10.4,"1801 Vine Street
Philadelphia, Pennsylvania 19103
(39.95895080400004, -75.16886637299996)"
3339848,Police Administration Building,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,750 Race Street,NA,Philadelphia,19106,Office,Office,CBECS - Office & Bank/Financial,126000,1956,1,100,156,781379300,5039068,17193300,0,0,NA,5754872,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013 0:00,6,12322800,32697000,97.8,259.5,86.2,86.3,22948171.7,60910308.7,182.1,483.4,23041956.2,61013664.8,182.9,484.2,5037634.3,0,50,2686.8,Main Asset ID,0,2686.8,21.3,"750 Race Street
Philadelphia, Pennsylvania 19106
(39.954903330000036, -75.15199808499995)"
3369313,Fleet Shop 134,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,Front and Hunting Park,NA,Philadelphia,19125,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Other - Services,CBECS - Service,59962,1968,1,100,904,884460965,969599.9,3308274.9,88438.837,8843883.7,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; More than 50% of the gross floor area is not a single property use type that is eligible for a 1-100 score.,12/31/2013 0:00,NA,3717644,6020184.8,62,100.4,226.9,226.8,12152158.6,19674061.2,202.7,328.1,12417095,19952244.3,207.1,332.7,969599.8,91088.2,50,888.4,Main Asset ID,469.4,419,14.8,"Front and Hunting Park
Philadelphia, Pennsylvania 19125
(39.977976058000024, -75.12637593899996)"
3389438,Philadelphia Nursing Home,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,2300 Poplar St.,NA,Philadelphia,19130,Senior Care Community,Senior Care Community,CBECS - Nursing,347543,1950,4,100,853,881444600,4689906,16001959.3,249032.977,24903297.7,NA,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,One or more of the values for use details are outside the typical range for properties of your type.; Most recent bill is either more than 120 days old or prior to your Next Eligible Date.; Use details include one or more temporary value.,12/31/2013 0:00,1,19184373.6,35831683.3,55.2,103.1,113.2,113.2,40905257.2,76394615.3,117.7,219.8,41510640.5,76914764.5,119.4,221.3,4673708.3,255639.5,50,3348.1,Main Asset ID,1321.7,2026.4,9.6,"2300 Poplar St.
Philadelphia, Pennsylvania 19130
(39.97201781900003, -75.17447905499995)"
3408212,Fire Administration Building,NA: Standalone Property,NA: Standalone Property,12/31/2013,2013,276 Spring Garden Street,NA,Philadelphia,19123,Office,Office,CBECS - Office & Bank/Financial,50601,1975,1,100,274,781398000,1592400,5433268.8,NA,NA,1478163.5,NA,NA,Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,One or more of the values for use details are outside the typical range for properties of your type.; Most recent bill is either more than 120 days old or prior to your Next Eligible Date.,12/31/2013 0:00,15,4604691,12356764.2,91,244.2,50.1,50.2,6911432.1,18553408.4,136.6,366.7,6912615.4,18557123.9,136.6,366.7,1592746.5,NA,50,797.8,Main Asset ID,109.7,688.1,15.8,"276 Spring Garden Street
Philadelphia, Pennsylvania 19123
(39.960807561000024, -75.14312705999998)"
